age_range,gender,duration_of_medication,review_date,condition,overall_rating,upvotes,drug_name
  55-64,Female,less than 1 month,5/17/2014,Pneumonia caused by Bacteria,4.0,1.0,levofloxacin oral
  65-74,Female,less than 1 month,5/9/2014,Pneumonia caused by Bacteria,3.0,4.0,levofloxacin oral
  65-74,Female,less than 1 month,4/21/2014,Bronchitis caused by the Bacteria Streptococcus Pneumoniae,1.0,3.0,levofloxacin oral
  55-64,Male,less than 1 month,3/26/2014,Acute Inflammation of the Maxillary Sinus,2.3,2.0,levofloxacin oral
  65-74,Male,5 to less than 10 years,3/23/2014,Bacterial Urinary Tract Infection,5.0,4.0,levofloxacin oral
  45-54,Male,less than 1 month,3/18/2014,Pneumonia caused by Bacteria,1.3,3.0,levofloxacin oral
  65-74,Female,less than 1 month,3/11/2014,Urinary Tract Infection caused by Klebsiella Bacteria,2.3,2.0,levofloxacin oral
  65-74,Male,6 months to less than 1 year,3/11/2014,Acute Inflammation of the Maxillary Sinus,2.3,2.0,levofloxacin oral
  65-74,Female,less than 1 month,3/8/2014,Bronchitis caused by the Bacteria Staphylococcus Aureus,2.3,,levofloxacin oral
  55-64,Female,less than 1 month,2/13/2014,Bacterial Infection with Bronchitis,3.3,17.0,levofloxacin oral
  35-44,Male,less than 1 month,2/7/2014,Pneumonia caused by Bacteria,3.0,2.0,levofloxacin oral
  65-74,Female,less than 1 month,1/15/2014,Pneumonia caused by Bacteria,1.0,3.0,levofloxacin oral
  65-74,Female,less than 1 month,1/13/2014,Bacterial Infection with Bronchitis,1.0,49.0,levofloxacin oral
  55-64,Male,less than 1 month,12/20/2013,Bacterial Infection with Bronchitis,1.0,9.0,levofloxacin oral
  55-64,Female,less than 1 month,12/9/2013,Acute Inflammation of the Maxillary Sinus,1.0,2.0,levofloxacin oral
  55-64,Female,less than 1 month,12/6/2013,Bacterial Infection with Chronic Bronchitis,3.0,1.0,levofloxacin oral
  55-64,Female,less than 1 month,12/3/2013,Acute Inflammation of the Maxillary Sinus,2.0,4.0,levofloxacin oral
  65-74,Female,less than 1 month,12/2/2013,Bacterial Pneumonia caused by Staphylococcus,1.0,,levofloxacin oral
  55-64,Female,less than 1 month,11/22/2013,Acute Inflammation of the Maxillary Sinus,3.0,2.0,levofloxacin oral
  55-64,Female,less than 1 month,11/16/2013,Bronchitis caused by Haemophilus Parainfluenzae Bacteria,5.0,1.0,levofloxacin oral
  55-64,Female,less than 1 month,10/19/2013,Urinary Tract Infection due to E. Coli Bacteria,3.0,6.0,levofloxacin oral
  65-74,Female,less than 1 month,10/13/2013,Pneumonia caused by Bacteria,2.0,1.0,levofloxacin oral
  35-44,Male,less than 1 month,10/7/2013,Pneumonia caused by Bacteria,3.3,1.0,levofloxacin oral
  55-64,Female,less than 1 month,9/25/2013,Bacterial Infection with Bronchitis,4.0,6.0,levofloxacin oral
  65-74,Female,less than 1 month,9/17/2013,Bacterial Infection with Bronchitis,2.0,13.0,levofloxacin oral
  65-74,Female,less than 1 month,8/31/2013,Bacterial Infection with Bronchitis,2.3,35.0,levofloxacin oral
  65-74,Female,less than 1 month,8/8/2013,Acute Inflammation of the Maxillary Sinus,2.0,2.0,levofloxacin oral
  65-74,Female,less than 1 month,7/27/2013,Bacterial Infection with Bronchitis,3.7,20.0,levofloxacin oral
  45-54,Female,less than 1 month,7/17/2013,Bacterial Urinary Tract Infection,2.3,4.0,levofloxacin oral
  75 or over,Male,less than 1 month,6/24/2013,Bacterial Infection with Bronchitis,3.3,9.0,levofloxacin oral
  55-64,Female,less than 1 month,6/16/2013,Pneumonia caused by Bacteria,3.7,2.0,levofloxacin oral
  45-54,Female,less than 1 month,6/14/2013,Bacterial Infection with Bronchitis,1.7,34.0,levofloxacin oral
  45-54,Female,less than 1 month,6/11/2013,Bacterial Infection with Bronchitis,2.0,27.0,levofloxacin oral
  55-64,Male,less than 1 month,6/1/2013,Acute Inflammation of the Maxillary Sinus,2.0,2.0,levofloxacin oral
  55-64,Female,less than 1 month,5/27/2013,Bacterial Infection with Chronic Bronchitis,2.0,1.0,levofloxacin oral
  55-64,Female,less than 1 month,5/25/2013,Bacterial Infection with Bronchitis,1.0,32.0,levofloxacin oral
  55-64,Male,less than 1 month,5/1/2013,Acute Inflammation of the Maxillary Sinus,3.3,1.0,levofloxacin oral
  25-34,Female,less than 1 month,4/22/2013,Bacterial Infection with Bronchitis,2.7,29.0,levofloxacin oral
  75 or over,Male,less than 1 month,4/16/2013,Pneumonia caused by Bacteria,3.0,3.0,levofloxacin oral
  55-64,Female,less than 1 month,4/11/2013,Acute Maxillary Sinus S. Pneumoniae Bacteria Infection,2.3,3.0,levofloxacin oral
  55-64,Male,less than 1 month,3/23/2013,Bacterial Infection with Chronic Bronchitis,1.0,3.0,levofloxacin oral
  55-64,Female,less than 1 month,3/16/2013,Acute Inflammation of the Maxillary Sinus,4.3,3.0,levofloxacin oral
  55-64,Female,less than 1 month,3/10/2013,Bacterial Infection with Bronchitis,3.7,34.0,levofloxacin oral
  65-74,Male,less than 1 month,3/2/2013,Chronic Infection of the Prostate due to E. coli,4.3,1.0,levofloxacin oral
  75 or over,Male,less than 1 month,1/31/2013,Pneumonia caused by Bacteria,3.0,4.0,levofloxacin oral
  65-74,Female,less than 1 month,1/30/2013,Bacterial Infection with Bronchitis,1.7,31.0,levofloxacin oral
  55-64,Female,less than 1 month,12/11/2012,Complicated Skin Infection,1.0,1.0,levofloxacin oral
  75 or over,Female,less than 1 month,12/5/2012,Bronchitis caused by the Bacteria Streptococcus Pneumoniae,2.7,3.0,levofloxacin oral
  65-74,Male,less than 1 month,11/29/2012,Bacterial Urinary Tract Infection,5.0,4.0,levofloxacin oral
  55-64,Female,less than 1 month,11/29/2012,Bacterial Infection with Bronchitis,2.7,30.0,levofloxacin oral
  45-54,Female,less than 1 month,11/25/2012,Pneumonia caused by Bacteria,5.0,,levofloxacin oral
  55-64,Female,less than 1 month,11/10/2012,Bronchitis caused by the Bacteria Haemophilus Influenzae,2.7,1.0,levofloxacin oral
  65-74,Female,less than 1 month,10/27/2012,Bacterial Infection of the Kidney and Renal Pelvis,3.3,2.0,levofloxacin oral
  75 or over,Male,less than 1 month,10/20/2012,Acute Maxillary Sinus S. Pneumoniae Bacteria Infection,4.0,,levofloxacin oral
  55-64,Male,less than 1 month,10/5/2012,Prevention of Plague Following Exposure to Plague,3.7,,levofloxacin oral
  45-54,Female,less than 1 month,8/14/2012,Bacterial Stomach or Intestine Infection caused by Anthrax,3.0,1.0,levofloxacin oral
  65-74,Female,less than 1 month,8/13/2012,Infection of the Urinary Tract caused by Enterococcus,3.0,1.0,levofloxacin oral
  25-34,Female,less than 1 month,5/15/2012,Bacterial Infection with Bronchitis,4.7,22.0,levofloxacin oral
  75 or over,Male,less than 1 month,4/21/2012,Bronchitis caused by the Bacteria Streptococcus Pneumoniae,2.7,2.0,levofloxacin oral
  55-64,Male,less than 1 month,3/20/2012,Bronchitis caused by the Bacteria Streptococcus Pneumoniae,4.0,2.0,levofloxacin oral
  45-54,Female,less than 1 month,3/5/2012,Acute Maxillary Sinus H. Influenzae Bacteria Infection,3.7,1.0,levofloxacin oral
  65-74,Female,less than 1 month,2/25/2012,Bacterial Infection with Bronchitis,2.0,6.0,levofloxacin oral
  55-64,Male,less than 1 month,1/14/2012,Bacterial Infection with Bronchitis,1.0,20.0,levofloxacin oral
  25-34,Female,less than 1 month,1/2/2012,Bronchitis caused by Haemophilus Parainfluenzae Bacteria,2.0,,levofloxacin oral
  55-64,Female,,12/24/2011,Bacterial Infection with Bronchitis,2.7,15.0,levofloxacin oral
  25-34,Male,less than 1 month,12/9/2011,Bacterial Infection with Bronchitis,5.0,9.0,levofloxacin oral
  35-44,Female,less than 1 month,11/22/2011,Acute Inflammation of the Maxillary Sinus,4.3,2.0,levofloxacin oral
  19-24,Female,less than 1 month,11/13/2011,Pneumonia caused by Bacteria,2.7,5.0,levofloxacin oral
  35-44,Female,less than 1 month,9/19/2011,Acute Maxillary Sinus S. Pneumoniae Bacteria Infection,4.0,1.0,levofloxacin oral
  55-64,Male,less than 1 month,9/6/2011,Treatment to Prevent Traveler's Diarrhea,5.0,1.0,levofloxacin oral
  75 or over,Female,less than 1 month,6/30/2011,Acute Maxillary Sinus H. Influenzae Bacteria Infection,1.0,1.0,levofloxacin oral
  25-34,Female,less than 1 month,8/17/2010,Pneumonia caused by Bacteria,4.3,3.0,levofloxacin oral
  55-64,Male,less than 1 month,6/19/2010,Complicated Skin Infection,2.3,,levofloxacin oral
  45-54,Female,less than 1 month,5/23/2010,Bronchitis caused by the Bacteria Staphylococcus Aureus,3.0,1.0,levofloxacin oral
  19-24,Female,less than 1 month,5/8/2010,Pneumonia caused by Bacteria,3.7,5.0,levofloxacin oral
  55-64,Male,less than 1 month,4/28/2010,Bacterial Urinary Tract Infection,3.0,,levofloxacin oral
  45-54,Female,less than 1 month,4/16/2010,Bronchitis caused by the Bacteria Streptococcus Pneumoniae,2.7,5.0,levofloxacin oral
  45-54,Female,less than 1 month,2/16/2010,Pneumonia caused by Bacteria,3.3,5.0,levofloxacin oral
  75 or over,Female,6 months to less than 1 year,6/11/2009,TB involving the Lungs,5.0,,levofloxacin oral
  65-74,Male,less than 1 month,5/17/2009,Bronchitis caused by the Bacteria Streptococcus Pneumoniae,4.0,,levofloxacin oral
  45-54,Male,less than 1 month,2/15/2009,Bronchitis caused by the Bacteria Streptococcus Pneumoniae,2.3,3.0,levofloxacin oral
  25-34,Female,less than 1 month,11/5/2008,Urinary Tract Infection due to E. Coli Bacteria,4.3,6.0,levofloxacin oral
  35-44,Female,less than 1 month,9/27/2008,Bacterial Infection with Chronic Bronchitis,3.3,3.0,levofloxacin oral
  35-44,Male,less than 1 month,2/16/2008,Pneumonia caused by Bacteria,3.7,15.0,levofloxacin oral
  35-44,Female,less than 1 month,2/9/2023,Fungal Infection of Toenails,2.3,,terbinafine HCl oral
  55-64,Female,1 to 6 months,1/21/2023,Fungal Infection of Toenails,2.7,,terbinafine HCl oral
  45-54,Male,1 to 6 months,12/23/2022,Fungal Disease of the Nails,5.0,1.0,terbinafine HCl oral
  65-74,Female,1 to 6 months,10/9/2022,Fungal Infection of Toenails,4.3,1.0,terbinafine HCl oral
  55-64,Female,less than 1 month,8/15/2022,Fungal Infection of Toenails,3.3,1.0,terbinafine HCl oral
  55-64,Female,1 to 6 months,8/7/2022,Fungal Infection of Toenails,2.7,1.0,terbinafine HCl oral
  55-64,Female,1 to 6 months,7/25/2022,Fungal Infection of Toenails,3.7,1.0,terbinafine HCl oral
  55-64,Female,1 to 6 months,7/10/2022,Fungal Infection of Toenails,4.3,1.0,terbinafine HCl oral
  45-54,Female,less than 1 month,6/28/2022,Fungal Infection of Toenails,3.0,1.0,terbinafine HCl oral
  19-24,Male,1 to 6 months,6/15/2022,Fungal Infection of Toenails,3.0,1.0,terbinafine HCl oral
  45-54,Female,less than 1 month,5/3/2022,Fungal Infection of Toenails,3.3,1.0,terbinafine HCl oral
  25-34,Transgender,6 months to less than 1 year,3/20/2022,Fungal Disease of the Nails,5.0,,terbinafine HCl oral
  3-6,Female,1 to 6 months,2/22/2022,Fungal Disease of the Nails,2.3,1.0,terbinafine HCl oral
  55-64,Male,1 to 6 months,2/19/2022,Fungal Infection of Toenails,4.3,1.0,terbinafine HCl oral
  19-24,Male,less than 1 month,5/20/2021,Fungal Disease of the Nails,1.0,2.0,terbinafine HCl oral
  45-54,Male,1 to 6 months,3/7/2021,Fungal Infection of Toenails,2.3,2.0,terbinafine HCl oral
  45-54,Female,1 to 6 months,3/22/2020,Fungal Infection of Toenails,2.3,7.0,terbinafine HCl oral
  35-44,Male,1 to 6 months,12/24/2019,Fungal Infection of Toenails,5.0,12.0,terbinafine HCl oral
  45-54,Male,less than 1 month,4/27/2019,Chronic Fungal Infection of Skin,3.7,2.0,terbinafine HCl oral
  19-24,Female,1 to 6 months,12/31/2018,Fungal Infection of Toenails,2.0,9.0,terbinafine HCl oral
  35-44,Female,less than 1 month,12/30/2018,Fungal Infection of Fingernails - Onychomycosis,3.0,2.0,terbinafine HCl oral
  35-44,Female,less than 1 month,3/1/2018,Fungal Infection of Fingernails - Onychomycosis,2.3,3.0,terbinafine HCl oral
  45-54,Male,,12/12/2017,Fungal Infection of Toenails,4.0,10.0,terbinafine HCl oral
  55-64,Female,less than 1 month,10/20/2017,Chronic Fungal Infection of Skin,4.0,3.0,terbinafine HCl oral
  45-54,Female,less than 1 month,10/14/2017,Fungal Infection of Toenails,5.0,12.0,terbinafine HCl oral
  55-64,Female,less than 1 month,10/7/2017,Fungal Infection of Toenails,1.7,16.0,terbinafine HCl oral
  13-18,Male,less than 1 month,9/13/2017,Ringworm of the Body,5.0,4.0,terbinafine HCl oral
  25-34,Female,less than 1 month,9/8/2017,Fungal Infection of Fingernails - Onychomycosis,1.7,2.0,terbinafine HCl oral
  19-24,Male,1 to 6 months,7/13/2017,Fungal Disease of the Nails,3.7,1.0,terbinafine HCl oral
  25-34,Male,1 to 6 months,3/7/2017,Fungal Disease of the Nails,5.0,3.0,terbinafine HCl oral
  19-24,Female,1 to 6 months,2/13/2017,Fungal Infection of Toenails,1.7,21.0,terbinafine HCl oral
  75 or over,Male,2 to less than 5 years,11/3/2016,Ringworm of Groin Area,1.7,1.0,terbinafine HCl oral
  25-34,Male,1 to 6 months,9/25/2016,Ringworm of Groin Area,2.3,1.0,terbinafine HCl oral
  45-54,Male,less than 1 month,9/25/2016,Ringworm of Groin Area,1.0,1.0,terbinafine HCl oral
  35-44,Female,1 to 6 months,5/12/2016,Chronic Fungal Infection of Skin,5.0,2.0,terbinafine HCl oral
  45-54,Male,1 to 6 months,4/6/2016,Fungal Infection of Toenails,2.3,5.0,terbinafine HCl oral
  75 or over,Female,1 to 6 months,10/12/2015,Fungal Infection of Toenails,4.0,5.0,terbinafine HCl oral
  35-44,Female,less than 1 month,9/18/2015,Athlete's Foot,3.7,2.0,terbinafine HCl oral
  45-54,Female,1 to 6 months,8/29/2015,Chronic Fungal Infection of Skin,3.3,3.0,terbinafine HCl oral
  25-34,Female,1 to 6 months,8/28/2015,Athlete's Foot,5.0,5.0,terbinafine HCl oral
  45-54,Female,1 to 6 months,8/6/2015,Fungal Infection of Toenails,2.3,2.0,terbinafine HCl oral
  45-54,Female,1 to 6 months,6/10/2015,Fungal Infection of Toenails,3.3,8.0,terbinafine HCl oral
  55-64,Male,1 to 6 months,5/20/2015,Fungal Infection of Toenails,3.7,3.0,terbinafine HCl oral
  45-54,Male,1 to 6 months,2/3/2015,Fungal Infection of Toenails,5.0,29.0,terbinafine HCl oral
  13-18,Male,1 to 6 months,1/5/2015,Ringworm of the Body,4.3,5.0,terbinafine HCl oral
  45-54,Female,1 to 6 months,10/16/2014,Fungal Infection of Fingernails - Onychomycosis,5.0,3.0,terbinafine HCl oral
  35-44,Female,6 months to less than 1 year,10/7/2014,Fungal Infection of Toenails,2.3,11.0,terbinafine HCl oral
  65-74,Female,1 to 6 months,8/19/2014,Fungal Infection of Toenails,2.3,12.0,terbinafine HCl oral
  35-44,Male,less than 1 month,7/21/2014,Fungal Infection of Toenails,2.3,9.0,terbinafine HCl oral
  45-54,Female,1 to 6 months,7/8/2014,Fungal Infection of Toenails,1.0,5.0,terbinafine HCl oral
  19-24,Male,1 to 6 months,5/25/2014,Ringworm of Groin Area,1.0,2.0,terbinafine HCl oral
  25-34,Female,1 to 6 months,5/12/2014,Fungal Infection of Toenails,5.0,48.0,terbinafine HCl oral
  19-24,Male,1 to 6 months,4/5/2014,Fungal Infection of Fingernails - Onychomycosis,4.3,3.0,terbinafine HCl oral
  19-24,Female,less than 1 month,2/9/2014,Ringworm of the Body,1.0,1.0,terbinafine HCl oral
  55-64,Female,1 to 6 months,9/4/2013,Fungal Infection of Fingernails - Onychomycosis,5.0,8.0,terbinafine HCl oral
  45-54,Male,1 to 6 months,8/6/2013,Fungal Infection of Toenails,5.0,47.0,terbinafine HCl oral
  35-44,Male,1 to 6 months,5/5/2013,Fungal Infection of Toenails,4.7,41.0,terbinafine HCl oral
  55-64,Female,less than 1 month,5/2/2013,Fungal Infection of Toenails,3.3,14.0,terbinafine HCl oral
  65-74,Male,less than 1 month,3/18/2013,Chronic Fungal Infection of Skin,4.0,1.0,terbinafine HCl oral
  25-34,Female,1 to 6 months,3/12/2013,Fungal Infection of Toenails,5.0,20.0,terbinafine HCl oral
  65-74,Female,less than 1 month,1/29/2013,Chronic Fungal Infection of Skin,4.7,2.0,terbinafine HCl oral
  7-12,Female,less than 1 month,11/14/2012,Ringworm of the Body,1.0,,terbinafine HCl oral
  45-54,Female,less than 1 month,10/24/2012,Chronic Fungal Infection of Skin,1.0,3.0,terbinafine HCl oral
  55-64,Female,1 to 6 months,9/7/2012,Fungal Infection of Toenails,5.0,13.0,terbinafine HCl oral
  55-64,Male,less than 1 month,8/24/2012,Fungal Infection of Toenails,5.0,22.0,terbinafine HCl oral
  55-64,Female,1 to 6 months,7/16/2012,Fungal Infection of Toenails,4.3,15.0,terbinafine HCl oral
  55-64,Male,1 to 6 months,6/30/2012,Chronic Fungal Infection of Skin,3.7,3.0,terbinafine HCl oral
  65-74,Female,1 to 6 months,6/10/2012,Fungal Infection of Toenails,3.7,16.0,terbinafine HCl oral
  45-54,Female,1 to 6 months,5/14/2012,Fungal Infection of Toenails,3.0,14.0,terbinafine HCl oral
  55-64,Female,1 to 6 months,2/16/2012,Fungal Infection of Toenails,3.0,14.0,terbinafine HCl oral
  75 or over,Male,less than 1 month,1/25/2012,Fungal Infection of Toenails,2.3,10.0,terbinafine HCl oral
  55-64,Male,1 to 6 months,1/16/2012,Fungal Disease of the Nails,4.3,1.0,terbinafine HCl oral
  19-24,Female,1 to 6 months,1/5/2012,Fungal Infection of Toenails,5.0,20.0,terbinafine HCl oral
  25-34,Male,1 to 6 months,12/8/2011,Fungal Disease of the Nails,3.3,1.0,terbinafine HCl oral
  25-34,Female,less than 1 month,12/2/2011,Fungal Infection of Toenails,3.3,5.0,terbinafine HCl oral
  65-74,Male,1 to 6 months,11/28/2011,Chronic Fungal Infection of Skin,3.3,2.0,terbinafine HCl oral
  45-54,Male,less than 1 month,11/19/2011,Fungal Infection of Toenails,5.0,5.0,terbinafine HCl oral
  35-44,Female,1 to 6 months,11/9/2011,Fungal Infection of Toenails,4.7,4.0,terbinafine HCl oral
  75 or over,Female,less than 1 month,10/19/2011,Fungal Infection of Toenails,1.7,11.0,terbinafine HCl oral
  35-44,Female,1 to 6 months,9/7/2011,Fungal Infection of Toenails,3.0,10.0,terbinafine HCl oral
  75 or over,Male,1 to less than 2 years,9/4/2011,Fungal Infection of Toenails,5.0,10.0,terbinafine HCl oral
  55-64,Female,1 to 6 months,8/25/2011,Fungal Infection of Toenails,4.7,6.0,terbinafine HCl oral
  13-18,Male,less than 1 month,7/31/2011,Chronic Fungal Infection of Skin,2.3,3.0,terbinafine HCl oral
  45-54,Female,less than 1 month,6/27/2011,Fungal Infection of Toenails,3.3,7.0,terbinafine HCl oral
  55-64,Female,1 to 6 months,6/20/2011,Fungal Infection of Toenails,3.7,5.0,terbinafine HCl oral
  25-34,Female,less than 1 month,6/2/2011,Fungal Disease of the Nails,5.0,1.0,terbinafine HCl oral
  55-64,Female,less than 1 month,6/1/2011,Chronic Fungal Infection of Skin,2.7,,terbinafine HCl oral
  55-64,Female,less than 1 month,5/23/2011,Fungal Infection of Toenails,3.3,3.0,terbinafine HCl oral
  45-54,Male,less than 1 month,5/16/2011,Fungal Infection of Toenails,2.0,7.0,terbinafine HCl oral
  45-54,Female,less than 1 month,5/13/2011,Chronic Fungal Infection of Skin,3.0,2.0,terbinafine HCl oral
  25-34,Male,1 to 6 months,3/24/2011,Fungal Infection of Toenails,3.7,5.0,terbinafine HCl oral
  35-44,Female,less than 1 month,3/24/2011,Fungal Infection of Toenails,3.0,7.0,terbinafine HCl oral
  65-74,Male,1 to 6 months,2/27/2011,Chronic Fungal Infection of Skin,3.0,,terbinafine HCl oral
